id	name	gene_name	uniprot_id	conditions	indication_types	concentration	age	sex	biofluid	protein_sequence	citation
58	Human Epididymis protein 4		Q14508	Normal	Diagnostic	65 (31-99) pmol/L	Infant/Children: 6 months - <2 yrs old	Both	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
58	Human Epididymis protein 4		Q14508	Normal	Diagnostic	48.5 (27-70) pmol/L	Children: 2-<10 yrs old	Both	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
58	Human Epididymis protein 4		Q14508	Normal	Diagnostic	42.5 (23-62) pmol/L	Children/Adolescent: 10-<19 yrs old	Both	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
58	Human Epididymis protein 4		Q14508	Normal	Diagnostic	140 pmol/L	Female	Both	Serum	Mayo Clinic Test Catalog
59	Carbohydrate Antigen 125		Q8WXI7	Type 1 Epithilial Ovarian Cancer	Diagnostic	>53 U/mL	Adult: >=18 yrs old	Female	Serum	Kristjansdottir, B., Levan, K., Partheen, K. & Sundfeldt, K. Diagnostic performance of the biomarkers HE4 and CA125 in type I and type II epithelial ovarian cancer. Gynecol Oncol 131, 52-58 (2013).
59	Carbohydrate Antigen 125		Q8WXI7	Type 2 Epithilial Ovarian Cancer	Diagnostic	>395 U/mL	Adult: >=18 yrs old	Female	Serum	Kristjansdottir, B., Levan, K., Partheen, K. & Sundfeldt, K. Diagnostic performance of the biomarkers HE4 and CA125 in type I and type II epithelial ovarian cancer. Gynecol Oncol 131, 52-58 (2013).
59	Carbohydrate Antigen 125		Q8WXI7	Breast Cancer	Diagnostic	> 11 U/mL U/mL	Adult: >=18 yrs old	Female	Blood	Chernecky, Cynthia C, and Barbara J Berger. Laboratory Tests and Diagnostic Procedures. 6th ed. St. Louis, Mo.: Elsevier/Saunders, 2013.
59	Carbohydrate Antigen 125		Q8WXI7	Normal	Diagnostic	< 11 U/mL U/mL	Adult: >=18 yrs old	Female	Blood	Chernecky, Cynthia C, and Barbara J Berger. Laboratory Tests and Diagnostic Procedures. 6th ed. St. Louis, Mo.: Elsevier/Saunders, 2013.
59	Carbohydrate Antigen 125		Q8WXI7	Normal	Diagnostic	12.2 (2.4-22) kU/L	Infant: 0-<4 months old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
59	Carbohydrate Antigen 125		Q8WXI7	Normal	Diagnostic	20.35 (7.7-33) kU/L	Infant/Children: 4 months - <5 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
59	Carbohydrate Antigen 125		Q8WXI7	Normal	Diagnostic	17.35 (4.7-30) kU/L	Children: 5-<11 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
59	Carbohydrate Antigen 125		Q8WXI7	Normal	Diagnostic	22.45 (5.9-39) kU/L	Children/Adolescent: 11-<19 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
59	Carbohydrate Antigen 125		Q8WXI7	Normal	Diagnostic	12.2 (2.4-22) kU/L	Infant: 0-<4 months old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
59	Carbohydrate Antigen 125		Q8WXI7	Normal	Diagnostic	20.35 (7.7-33) kU/L	Infant/Children: 4 months - <5 yrs old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
59	Carbohydrate Antigen 125		Q8WXI7	Normal	Diagnostic	17.35 (4.7-30) kU/L	Children: 5-<11 yrs old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
59	Carbohydrate Antigen 125		Q8WXI7	Normal	Diagnostic	16.7 (5.4-28) kU/L	Children/Adolescent: 11-<19 yrs old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
60	Chromogranin-A	CHGA	P10645	Bone Metastases	Diagnostic	>19 U/L	Adult: >=18 yrs old	Both	Serum	Modlin, I. M., Aslanian, H., Bodei, L., Drozdov, I. & Kidd, M. A PCR blood test outperforms chromogranin A in carcinoid detection and is unaffected by proton pump inhibitors. Endocr Connect 3, 215-223 (2014).
60	Chromogranin-A	CHGA	P10645	Enterochromaffin Like Cell Hyperplasia	Diagnostic	>89.1 ng/mL	Adult: >=18 yrs old	Both	serum	Nicolaou, A., Thomas, D., Alexandraki, K. I., Sougioultzis, S., Tsolakis, A. V. & Kaltsas, G. Predictive value of gastrin levels for the diagnosis of gastric enterochromaffin-like cell hyperplasia in patients with Hashimoto's thyroiditis. Neuroendocrinology 99, 118-122 (2014).
60	Chromogranin-A	CHGA	P10645	Normal	Diagnostic	<19 U/L	Adult: >=18 yrs old	Both	Serum	Modlin, I. M., Aslanian, H., Bodei, L., Drozdov, I. & Kidd, M. A PCR blood test outperforms chromogranin A in carcinoid detection and is unaffected by proton pump inhibitors. Endocr Connect 3, 215-223 (2014).
60	Chromogranin-A	CHGA	P10645	Normal	Diagnostic	58.75 (19.4-98.1) ng/mL	Adult: >=18 yrs old	Both	Serum	Nicolaou, A., Thomas, D., Alexandraki, K. I., Sougioultzis, S., Tsolakis, A. V. & Kaltsas, G. Predictive value of gastrin levels for the diagnosis of gastric enterochromaffin-like cell hyperplasia in patients with Hashimoto's thyroiditis. Neuroendocrinology 99, 118-122 (2014).
61	Epstein-Barr virus capsid antigen antibody		P01860	Infectious mononucleosis	Diagnostic	>40.5 U/mL	Children: 1-13 yrs old	Both	Serum	Feng, Z., Li, Z., Sui, B., Xu, G. & Xia, T. Serological diagnosis of infectious mononucleosis by chemiluminescent immunoassay using capsid antigen p18 of Epstein-Barr virus. Clin Chim Acta 354, 77-82 (2005).
61	Epstein-Barr virus capsid antigen antibody		P01860	Normal	Diagnostic	<40.5 U/mL	Children: 1-13 yrs old	Both	Serum	Feng, Z., Li, Z., Sui, B., Xu, G. & Xia, T. Serological diagnosis of infectious mononucleosis by chemiluminescent immunoassay using capsid antigen p18 of Epstein-Barr virus. Clin Chim Acta 354, 77-82 (2005).
62	Ceruloplasmin	CP	P00450	Wilson's Disease	Diagnostic	<19	Adult: >=18 yrs old	Both	Serum	Merle, U., Eisenbach, C., Weiss, K. H., Tuma, S. & Stremmel, W. Serum ceruloplasmin oxidase activity is a sensitive and highly specific diagnostic marker for Wilson's disease. J Hepatol 51, 925-930 (2009).
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	27.5 (20-35) mg/dL	Adult: >=18 yrs old	Both	Serum	University of Rochester Medical Center: Ceruloplasmin blood
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	155.5 (74-237) mg/L	Infant: 0-<2 months old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	232 (135-329) mg/L	Infant: 2-<6 months old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	263 (137-389) mg/L	Infant: 6 months - 1 yr old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	325 (217-433) mg/L	Children: 1-<8 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	303.5 (205-402) mg/L	Children/Adolescent: 8-<14 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	320 (208-432) mg/L	Adolescent: 14-<19 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	154.5 (73-236) mg/L	Infant: 0-<2 months old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	232 (135-329) mg/L	Infant: 2-<6 months old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	263 (137-389) mg/L	Infant: 6 months - 1 yr old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	325 (217-433) mg/L	Children: 1-<8 yrs old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	303.5 (205-402) mg/L	Children/Adolescent: 8-<14 yrs old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	259 (170-348) mg/L	Adolescent: 14-<19 yrs old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	15.55 (7.4-23.7) mg/dL	Infant: 0-8 wks	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	23.2 (13.5-32.9) mg/dL	Infant: 9 wks-5 mos	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	26.3 (13.7-38.9) mg/dL	Infant: 6-11 mos	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	32.55 (21.7-43.4) mg/dL	Infant & Children: 12 mos-7 yrs	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	30.35 (20.5-40.2) mg/dL	Children: 8-13 yrs	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	25.9 (17-34.8) mg/dL	Children: 14-17 yrs	Male	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	25 (19-31) mg/dL	Adult: >=18 yrs	Male	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	32 (20.8-43.2) mg/dL	Children: 14-17 yrs	Female	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Normal	Diagnostic	35.5 (20-51) mg/dL	Adult: >=18 yrs	Female	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Wilson's Disease	Diagnostic	<7.4 mg/dL	Infant: 0-8 wks	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Wilson's Disease	Diagnostic	<13.5 mg/dL	Infant: 9 wks-5 mos	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Wilson's Disease	Diagnostic	<13.7 mg/dL	Infant: 6-11 mos	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Wilson's Disease	Diagnostic	<21.7 mg/dL	Infant & Children: 12 mos-7 yrs	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Wilson's Disease	Diagnostic	<20.5 mg/dL	Children: 8-13 yrs	Both	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Wilson's Disease	Diagnostic	<17 mg/dL	Children: 14-17 yrs	Male	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Wilson's Disease	Diagnostic	<20.8 mg/dL	Children: 14-17 yrs	Female	Serum	Mayo Clinic Test Catalog
62	Ceruloplasmin	CP	P00450	Wilson's Disease	Diagnostic	<20 mg/dL	Adult: >=18 yrs	Female	Serum	Mayo Clinic Test Catalog
63	Anti-gliadin antibody IgA		P01860	Celiac Disease	Diagnostic	>30 U	Adult: >=18 yrs old	Both	Blood	Mayo clinic: Gliadin (Deamidated) Antibody
63	Anti-gliadin antibody IgA		P01860	Normal	Diagnostic	<20 U	Adult: >=18 yrs old	Both	Blood	Mayo clinic: Gliadin (Deamidated) Antibody
67	P-Selectin	SELP	P16109	Acute Pancreatitis	Risk	>80 ng/mL	Adult: >=18 yrs old	Both	Serum	Fei, Y., Zong, G. Q., Chen, J. & Liu, R. M. Evaluation of the Value of d-Dimer, P-Selectin, and Platelet Count for Prediction of Portal Vein Thrombosis After Devascularization. Clin Appl Thromb Hemost ,  (2015).
67	P-Selectin	SELP	P16109	Normal	Diagnostic	<80 ng/mL	Adult: >=18 yrs old	Both	Serum	Fei, Y., Zong, G. Q., Chen, J. & Liu, R. M. Evaluation of the Value of d-Dimer, P-Selectin, and Platelet Count for Prediction of Portal Vein Thrombosis After Devascularization. Clin Appl Thromb Hemost ,  (2015).
68	Sex hormone-binding globulin	SHBG	P04278	Polycystic Ovary Syndrome	Diagnostic	<18 nmol/L	Adult: >=18 yrs old	Female	Blood	Healthline: Low SHBG level
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	81 nmol/L	Adult: >=18 yrs old	Female	Blood	Healthline: Low SHBG level
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	67.2 (14.4-120) nmol/L	Infant: 4 days - <1 month old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	132.6 (36.2-229) nmol/L	Infant: 1 month - < 1 yr old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	115.4 (41.8-189) nmol/L	Children: 1-<8 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	94.2 (26.4-162) nmol/L	Children: 8-<11 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	61.45 (14.9-108) nmol/L	Children: 11-<13 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	54.7 (11.2-98.2) nmol/L	Adolescent: 13-<15 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	46.95 (9.8-84.1) nmol/L	Adolescent: 15-<17 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	82.9 (10.8-155) nmol/L	Adolescent: 17-<19 yrs old	Female	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	67.2 (14.4-120) nmol/L	Infant: 4 days - <1 month old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	132.6 (36.2-229) nmol/L	Infant: 1 month - < 1 yr old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	115.4 (41.8-189) nmol/L	Children: 1-<8 yrs old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	94.2 (26.4-162) nmol/L	Children: 8-<11 yrs old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
68	Sex hormone-binding globulin	SHBG	P04278	Normal	Diagnostic	61.45 (14.9-108) nmol/L	Children: 11-<13 yrs old	Male	Serum	Adeli K, Higgins V, Trajcevski K, White-Al Habeeb N. The Canadian laboratory initiative on pediatric reference intervals: a CALIPER white paper. Crit Rev Cliin Lab Sci. 2017 Sep;54(6):358-413. doi: 10.1080/10408363.2017.1379945. Epub 2017 Oct 11. Erratum in: crit Rev Clin Lab Sci. 2020 Mar;57(2):145. doi: 10.1080/10408363.2019.1704475. PMID: 29017389.
